Student637,8.3
Student638,3.6
Student639,4.8
Student640,9.4
Student641,4.3
Student642,5.4
Student643,4.9
Student644,2.5
Student645,5.1
Student646,1.4
Student647,3.5
Student648,2.6
Student649,4.8
Student650,6.2
Student651,3.1
Student652,5.4
Student653,5.3
Student654,4.4
Student655,3.7
Student656,7.9
Student657,8.3
Student658,3.3
Student659,6.7
Student660,1.8
Student661,0.4
Student662,8.9
Student663,5.8
Student664,3.2
Student665,8.6
Student666,2.1
Student667,9
Student668,0.5
Student669,6.7
Student670,6
Student671,7.9
Student672,2.9
Student673,5.5
Student674,4.8
Student675,8.4
Student676,7
Student677,0
Student678,5.6
Student679,2.2
Student680,6.5
Student681,8.1
Student682,7.8
Student683,5.6
Student684,0.6
Student685,8.3
Student686,3.2
Student687,0.3
Student688,6.5
Student689,4
Student690,3.4
Student691,5.9
Student692,9.9
Student693,5.8
Student694,1.1
Student695,5.3
Student696,2.9
Student697,3.3
Student698,2.5
Student699,1.9
Student700,2.7
Student701,2.8
Student702,0.7
Student703,9.1
Student704,1.8
Student705,8
Student706,9.3
Student707,3.7
Student708,3.3
Student709,3.7
Student710,8
Student711,8
Student712,0.4
Student713,0
Student714,6.4
Student715,6.6
Student716,4.7
Student717,8.5
Student718,1.1
Student719,7.4
Student720,5.3
Student721,5.2
Student722,2.7
Student723,4.8
Student724,4.1
Student725,9.9
Student726,9.8
Student727,2.9
Student728,7.2
Student729,6.2
Student730,3.1
Student731,5.4
Student732,2.6
Student733,5.6
Student734,5.8
Student735,2.9
Student736,8.9
Student737,0.6
Student738,3.3
Student739,5
Student740,8
Student741,8.1
Student742,5.8
Student743,10
Student744,2
Student745,8.1
Student746,3.7
Student747,1.8
Student748,8
Student749,3.8
Student750,5.8
Student751,4
Student752,5.4
Student753,5.8
Student754,8.4
Student755,7.9
Student756,8.9
Student757,1.2
Student758,1.7
Student759,8.2
Student760,2.8
Student761,9.2
Student762,6.2
Student763,8
Student764,9.5
Student765,6.4
Student766,8.5
Student767,5.5
Student768,8.5
Student769,1.5
Student770,8.6
Student771,8.8
Student772,1.2
Student773,4.2
Student774,3
Student775,0.7
Student776,6.1
Student777,8.6
Student778,4.8
Student779,8.5
Student780,9.1
Student781,7.2
Student782,3.9
Student783,4.6
Student784,0.6
Student785,2.2
Student786,5
Student787,4.3
Student788,6.7
Student789,3
Student790,0.2
Student791,7.7
Student792,1.3
Student793,2.7
Student794,2.4
Student795,8.8
Student796,3.3
Student797,0.4
Student798,8.3
Student799,2.9
Student800,9.9
Student801,0.8
Student802,8.5
Student803,0.4
Student804,3.8
Student805,1.5
Student806,9.1
Student807,7.4
Student808,1.5
Student809,0.1
Student810,2.7
Student811,4.7
Student812,6.5
Student813,4.7
Student814,4.3
Student815,1.1
Student816,7.8
Student817,2
Student818,2.8
Student819,9.7
Student820,6.4
Student821,2.3
Student822,3.4
Student823,5.5
Student824,0.7
Student825,4.3
Student826,0.3
Student827,0.4
Student828,5.7
Student829,8
Student830,2.8
Student831,3.2
Student832,0.7
Student833,1.9
Student834,5.6
Student835,7
Student836,9.1
Student837,7.6
Student838,4.5
Student839,1
Student840,0.2
Student841,4.4
Student842,0.4
Student843,8
Student844,9.5
Student845,2.2
Student846,9.2
Student847,5.7
Student848,5.1
Student849,7.2
Student850,3.2
Student851,3.4
Student852,7.2
Student853,5.4
Student854,5.3
Student855,2.9
Student856,8
Student857,3.6
Student858,2.4
Student859,4.8
Student860,9.4
Student861,6.2
Student862,0.3
Student863,5.4
Student864,8.7
Student865,4.2
Student866,5
Student867,6.2
Student868,1.3
Student869,4.7
Student870,3
Student871,0.9
Student872,4.6
Student873,1.2
Student874,8.5
Student875,8.6
Student876,1.1
Student877,2
Student878,0.4
Student879,0.4
Student880,5.7
Student881,0.1
Student882,1.2
Student883,1.8
Student884,9.9
Student885,2.8
Student886,5.3
Student887,6.2
Student888,3.1
Student889,9.1
Student890,3.2
Student891,0.3
Student892,7
Student893,8.9
Student894,2.7
Student895,8.2
Student896,2
Student897,8.7
Student898,2.2
Student899,2.8
Student900,6
Student901,2.8
Student902,3.6
Student903,0.4
Student904,3
Student905,9.8
Student906,2.2
Student907,7.2
Student908,5.4
Student909,8.8
Student910,5.2
Student911,9.9
Student912,6
Student913,8
Student914,9.1
Student915,7.3
Student916,2.5
Student917,2.5
Student918,8
Student919,7
Student920,5.4
Student921,9.2
Student922,9.9
Student923,3
Student924,5.6
Student925,8.2
Student926,7.1
Student927,6
Student928,8.4
Student929,5.9
Student930,0.9
Student931,7.8
Student932,8.3
Student933,0.2
Student934,3
Student935,8.1
Student936,4.6
Student937,3.8
Student938,8.4
Student939,5.8
Student940,2.1
Student941,9.5
Student942,6.8
Student943,7.7
Student944,1.3
Student945,4.9
Student946,9.9
Student947,7.6
Student948,3.6
Student949,4.7
Student950,8.9
Student951,8.7
Student952,3.9
Student953,3.9
Student954,2.3
Student955,5.3
Student956,1.6
Student957,4.6
Student958,8.6
Student959,0.7
Student960,7.9
Student961,6.9
Student962,7.3
Student963,7.5
Student964,1.3
Student965,7.8
Student966,0.9
Student967,9.4
Student968,3.1
Student969,8.7
Student970,0.7
Student971,0.6
Student972,10
Student973,7.5
Student974,9.9
Student975,4.2
Student976,8.6
Student977,5.6
Student978,5.4
Student979,4.7
Student980,7
Student981,1.6
Student982,6.3
Student983,6.8
Student984,2.5
Student985,7.3
Student986,9.9
Student987,4.3
Student988,4.4
Student989,8.9
Student990,0.2
Student991,6.6
Student992,2.9
Student993,8.9
Student994,4.4
Student995,5.6
Student996,1.1
Student997,0.8
Student998,7.5
Student999,0.5
Student1000,5.2
Student1001,5.9
Student1002,4.2
Student1003,0.7
Student1004,8.2
Student1005,0.7
Student1006,0.8
Student1007,3.4
Student1008,7.8
Student1009,0.8
Student1010,7.7
Student1011,4.7
Student1012,8.1
Student1013,3.5
Student1014,4.9
Student1015,2.9
Student1016,0.1
Student1017,5.1
Student1018,2
Student1019,6.1
Student1020,7.3
Student1021,8.5
Student1022,6.3
Student1023,8.9
Student1024,4.3
Student1025,9.2
Student1026,9.1
Student1027,6.3
Student1028,7.1
Student1029,9.1
Student1030,1
Student1031,7.8
Student1032,3.5
Student1033,9.6
Student1034,8.4
Student1035,8.2
Student1036,8.9
Student1037,4.8
Student1038,7.3
Student1039,1.6
Student1040,2.9
Student1041,7.8
Student1042,9
Student1043,5
Student1044,4.7
Student1045,9.8
Student1046,6
Student1047,2.2
Student1048,3.3
Student1049,3.8
Student1050,1.7
Student1051,5.5
Student1052,0.3
Student1053,5.4
Student1054,2.9
Student1055,0.3
Student1056,1
Student1057,6.5
Student1058,7.6
Student1059,0
Student1060,6.4
Student1061,9.6
Student1062,1.4
Student1063,8.4
Student1064,2.1
Student1065,6.6
Student1066,6.3
Student1067,5.5
Student1068,8.7
Student1069,3.7
Student1070,0.6
Student1071,5.3
Student1072,4.5
Student1073,9.2
Student1074,3.4
Student1075,3.4
Student1076,8.8
Student1077,8.6
Student1078,6.6
Student1079,6.4
Student1080,3.6
Student1081,9.5
Student1082,4.5
Student1083,1.3
Student1084,3.2
Student1085,1.4
Student1086,9.1
Student1087,7.5
Student1088,1.8
Student1089,5.7
Student1090,6.9
Student1091,2.3
Student1092,9.2
Student1093,6.9
Student1094,5.8
Student1095,4.3
Student1096,4.5
Student1097,1.1
Student1098,0.9
Student1099,2.8
Student1100,0.5
Student1101,0.3
Student1102,8.6
Student1103,7.8
Student1104,2.4
Student1105,3.5
Student1106,3.4
Student1107,0
Student1108,1.1
Student1109,4.3
Student1110,1.9
Student1111,6
Student1112,7.7
Student1113,1.3
Student1114,7.3
Student1115,2.7
Student1116,9.5
Student1117,0.4
Student1118,9.5
Student1119,2.8
Student1120,7
Student1121,1.9
Student1122,6
Student1123,3.5
Student1124,3.9
Student1125,0.1
Student1126,3.5
Student1127,4.9
Student1128,9.1
Student1129,1.5
Student1130,5.1
Student1131,9.6
Student1132,7.4
Student1133,2.2
Student1134,2.2
Student1135,8.6
Student1136,1
Student1137,3.1
Student1138,6.3
Student1139,4.9
Student1140,9.5
Student1141,4.1
Student1142,3.8
Student1143,2.6
Student1144,8.8
Student1145,3.1
Student1146,4.3
Student1147,1.6
Student1148,8.2
Student1149,7
Student1150,2.1
Student1151,1.8
Student1152,8.5
Student1153,0.6
Student1154,6
Student1155,1.9
Student1156,2.7
Student1157,9.1
Student1158,0.9
Student1159,3.5
Student1160,8.8
Student1161,9.2
Student1162,6.1
Student1163,7.6
Student1164,2.7
Student1165,0.2
Student1166,1.1
Student1167,6.2
Student1168,4.8
Student1169,4.2
Student1170,4.6
Student1171,9.6
Student1172,2.1
Student1173,9.7
Student1174,8.9
Student1175,4.7
Student1176,3.2
Student1177,1
Student1178,7.6
Student1179,9.2
Student1180,0.1
Student1181,0.7
Student1182,0.4
Student1183,9.8
Student1184,6.6
Student1185,0.3
Student1186,6.4
Student1187,6.1
Student1188,4.7
Student1189,1.2
Student1190,5.6
Student1191,7.4
Student1192,9.5
Student1193,3.8
Student1194,2.4
Student1195,8.3
Student1196,0.2
Student1197,4.6
Student1198,3.3
Student1199,9.2
Student1200,3.6
Student1201,5.2
Student1202,4.7
Student1203,4.3
Student1204,5.8
Student1205,2.1
Student1206,5.4
Student1207,5.2
Student1208,7.6
Student1209,6.6
Student1210,3.3
Student1211,9.1
Student1212,8.4
Student1213,8.8
Student1214,1.4
Student1215,2.5
Student1216,8.8
Student1217,0.4
Student1218,4.5
Student1219,0.5
Student1220,7.2
Student1221,10
Student1222,9.6
Student1223,1.3
Student1224,2.8
Student1225,5.3
Student1226,4.2
Student1227,5
Student1228,5.7
Student1229,2.2
Student1230,6.2
Student1231,1.4
Student1232,9.9
Student1233,2.6
Student1234,6.1
Student1235,9.5
Student1236,1.7
Student1237,9
Student1238,8.5
Student1239,1.3
Student1240,1.3
Student1241,6.3
Student1242,4.6
Student1243,0.2
Student1244,5.4
Student1245,8.8
Student1246,5.7
Student1247,6.6
Student1248,2.1
Student1249,3.5
Student1250,9
Student1251,5.8
Student1252,5.6
Student1253,3.6
Student1254,4.3
Student1255,1.3
Student1256,5
Student1257,0.1
Student1258,0.2
Student1259,4.7
Student1260,2.1
Student1261,3.9
Student1262,8.9
Student1263,4.9
Student1264,7.9
Student1265,0.5
Student1266,6.4
Student1267,7.5
Student1268,9.1
Student1269,2.7
Student1270,8.2
Student1271,4
Student1272,2.1
Student1273,9.6
Student1274,4.5
Student1275,9.6
Student1276,7.8
Student1277,7.2
Student1278,3
Student1279,1.7
Student1280,3.8
Student1281,8
Student1282,5
Student1283,10
Student1284,1.2
Student1285,3
Student1286,8.5
Student1287,9.8
Student1288,5.5
Student1289,9.9
Student1290,6.3
Student1291,6.1
Student1292,1.9
Student1293,8.4
Student1294,7.6
Student1295,1.6
Student1296,1.7
Student1297,3.7
Student1298,0.1
Student1299,9.2
Student1300,0.1
Student1301,8.1
Student1302,0.3
Student1303,8.8
Student1304,2.4
Student1305,2.6
Student1306,7.6
Student1307,6.3
Student1308,4.8
Student1309,3.4
Student1310,4.9
Student1311,0.6
Student1312,9.7
Student1313,4.3
Student1314,7.2
Student1315,2.6
Student1316,2.5
Student1317,5.8
Student1318,7.2
Student1319,4.8
Student1320,7.1
Student1321,6.4
Student1322,7.4
Student1323,1.8
Student1324,1.6
Student1325,9
Student1326,9
Student1327,0.7
Student1328,6.6
Student1329,0.4
Student1330,6.4
Student1331,4.7
Student1332,7.9
Student1333,2.5
Student1334,1.6
Student1335,7.4
Student1336,2.3
Student1337,0.4
Student1338,0.3
Student1339,5.6
Student1340,2.5
Student1341,8.1
Student1342,8
Student1343,5.1
Student1344,0.6
Student1345,7.6
Student1346,7.7
Student1347,4.6
Student1348,4.8
Student1349,0.2
Student1350,0.8
Student1351,1.1
Student1352,2
Student1353,7.2
Student1354,1.3
Student1355,0.5
Student1356,2
Student1357,1.7
Student1358,0.2
Student1359,3.8
Student1360,3
Student1361,3.7
Student1362,3.2
Student1363,0.3
Student1364,2.5
Student1365,9.3
Student1366,7.3
Student1367,6.3
Student1368,3.4
Student1369,7.5
Student1370,4.7
Student1371,6.3
Student1372,0.1
Student1373,2.3
Student1374,0.3
Student1375,0.3
Student1376,9.3
Student1377,0.9
Student1378,5.3
Student1379,7.3
Student1380,1.6
Student1381,4.6
Student1382,2.7
Student1383,1.9
Student1384,3.9
Student1385,9.7
Student1386,6.3
Student1387,9
Student1388,0.9
Student1389,0.3
Student1390,5.2
Student1391,8.7
Student1392,2.8
Student1393,0
Student1394,4.1
Student1395,5.7
Student1396,4.6
Student1397,2.3
Student1398,8.5
Student1399,5.2
Student1400,8.9
Student1401,6
Student1402,7.8
Student1403,5.9
Student1404,0.1
Student1405,4.6
Student1406,3.7
Student1407,8.4
Student1408,0.8
Student1409,9.8
Student1410,9.8
Student1411,5.6
Student1412,2.2
Student1413,6
Student1414,4.8
Student1415,1.4
Student1416,4.7
Student1417,3.5
Student1418,2.6
Student1419,0.6
Student1420,4.6
Student1421,3.5
Student1422,7
Student1423,1.8
Student1424,5.1
Student1425,4.5
Student1426,2
Student1427,6.3
Student1428,3.7
Student1429,4.5
Student1430,2.5
Student1431,1.3
Student1432,9.3
Student1433,7.8
Student1434,7.6
Student1435,4.7
Student1436,0
Student1437,1
Student1438,0.5
Student1439,3
Student1440,4.2
Student1441,8.4
Student1442,8.5
Student1443,1.3
Student1444,0.3
Student1445,3.5
Student1446,0.1
Student1447,4.6
Student1448,7.6
Student1449,6.1
Student1450,1
Student1451,0.9
Student1452,2.1
Student1453,8.5
Student1454,6.5
Student1455,5.2
Student1456,9
Student1457,5.5
Student1458,3.2
Student1459,9.3
Student1460,3.2
Student1461,7.6
Student1462,9.3
Student1463,9.1
Student1464,6.4
Student1465,3.7
Student1466,5.5
Student1467,6.6
Student1468,2.1
Student1469,0.2
Student1470,6.9
Student1471,4
Student1472,9.5
Student1473,7.9
Student1474,8.2
Student1475,4.3
Student1476,2.5
Student1477,7.9
Student1478,5.8
Student1479,6
Student1480,3
Student1481,4.2
Student1482,9.9
Student1483,1.9
Student1484,4.4
Student1485,8.8
Student1486,8.1
Student1487,2.7
Student1488,2.8
Student1489,5.9
Student1490,0.7
Student1491,7.5
Student1492,6.3
Student1493,6.2
Student1494,1
Student1495,6.8
Student1496,2.7
Student1497,7.4
Student1498,6.7
Student1499,8.3
Student1500,9.6
Student1501,0.4
Student1502,8.3
Student1503,8.8
Student1504,5.8
Student1505,4.8
Student1506,6.1
Student1507,2.5
Student1508,6.2
Student1509,3.7
Student1510,8.6
Student1511,9.4
Student1512,1.2
Student1513,4.3
Student1514,0.5
Student1515,5.1
Student1516,6
Student1517,3.2
Student1518,6.6
Student1519,6.6
Student1520,7.1
Student1521,5.9
Student1522,4.3
Student1523,8.5
Student1524,8.8
Student1525,4.9
Student1526,4.9
Student1527,4
Student1528,6.3
Student1529,4.2
Student1530,5
Student1531,2.3
Student1532,2
Student1533,3
Student1534,5.6
Student1535,5
Student1536,7.5
Student1537,3.2
Student1538,5.2
Student1539,6.8
Student1540,1
Student1541,0.9
Student1542,0.3
Student1543,7
Student1544,8.9
Student1545,8.2
Student1546,9.2
Student1547,3
Student1548,5.4
Student1549,3.2
Student1550,9.6
Student1551,2.2
Student1552,8.7
Student1553,3.5
Student1554,8
Student1555,0
Student1556,0.6
Student1557,6.2
Student1558,1.9
Student1559,3.4
Student1560,6.9
Student1561,0.5
Student1562,3.6
Student1563,6.4
Student1564,8.2
Student1565,6.7
Student1566,9.4
Student1567,2.5
Student1568,3.9
Student1569,7.6
Student1570,4.3
Student1571,5.7
Student1572,6
Student1573,9.1
Student1574,3.4
Student1575,7.2
Student1576,6.6
Student1577,3.2
Student1578,2.5
Student1579,9.8
Student1580,2.9
Student1581,6.1
Student1582,3.7
Student1583,8.4
Student1584,4.8
Student1585,0.2
Student1586,8.6
Student1587,6.6
Student1588,2.5
Student1589,1.9
Student1590,8.3
Student1591,9.1
Student1592,2.4
Student1593,2
Student1594,6.4
Student1595,6.6
Student1596,0.2
Student1597,3.2
Student1598,0.5
Student1599,3.4
Student1600,9.4
Student1601,5.7
Student1602,9.5
Student1603,9.2
Student1604,7.4
Student1605,4.8
Student1606,8.6
Student1607,1.6
Student1608,1.7
Student1609,1.7
Student1610,0.3
Student1611,10
Student1612,6.1
Student1613,7.7
Student1614,2
Student1615,9.9
Student1616,4
Student1617,1.7
Student1618,9.4
Student1619,4.1
Student1620,0.2
Student1621,5.8
Student1622,0.1
Student1623,4
Student1624,3
Student1625,6.6
Student1626,3.4
Student1627,0.6
Student1628,3.4
Student1629,5.9
Student1630,5.3
Student1631,1.9
Student1632,8.6
Student1633,1.3
Student1634,5.2
Student1635,3.1
Student1636,9.8
Student1637,4.5
Student1638,5.4
Student1639,3.1
Student1640,9.1
Student1641,4.5
Student1642,7.3
Student1643,4.6
Student1644,7.3
Student1645,5.1
Student1646,6.5
Student1647,2.1
Student1648,6.7
Student1649,9.2
Student1650,9.1
Student1651,4.2
Student1652,9.7
Student1653,3.4
Student1654,8.3
Student1655,0
Student1656,0.3
Student1657,8.1
Student1658,6.9
Student1659,5.9
Student1660,4.3
Student1661,6.3
Student1662,9.9
Student1663,6.9
Student1664,4.8
Student1665,5.1
Student1666,0.2
Student1667,0.3
Student1668,6.4
Student1669,9.3
Student1670,3.9
Student1671,0.4
Student1672,0.4
Student1673,4.2
Student1674,6.3
Student1675,8.8
Student1676,4.3
Student1677,3.8
Student1678,6.4
Student1679,8.3
Student1680,6.1
Student1681,9.5
Student1682,8.2
Student1683,8.8
Student1684,1.6
Student1685,8.3
Student1686,4
Student1687,9.9
Student1688,8.8
Student1689,3.7
Student1690,5.7
Student1691,6.1
Student1692,2.5
Student1693,5.2
Student1694,6.6
Student1695,7.7
Student1696,9.2
Student1697,3.8
Student1698,7.3
Student1699,5.2
Student1700,7.7
Student1701,8.7
Student1702,6
Student1703,3.3
Student1704,9.9
